content,postid
"My meals for today. I still have 87 calories left of my losing weight total consumption.  My Blood sugar is 99 and going steady.  If you look I have had carbs and other nice foods.  Dinner will be a hotdog on one slice of wheat grain bread and 2 Tblsp of Chilie  and a tblesp of onions on it. :D Description Amount Unit Calories Parade, Eggs, Jumbo, Grade A 2 egg 180 Torchy's taco corn egg jalepeno cheese 1 taco 350 Peanut butter, salted 1 tbsp 96.43 Kraft Cheese Spread, Pimento 2 tbsp 74.32 Celery, Raw 1 medium - stalk - 7 1/2"" to 8"" long 6.4 Lemon pudding cake, not frosted 1 medium cupcake 100.28 Blackberries, Raw 4 each 8.77 Mrs. Miller's Homemade Jams, Blackberry Jam 1 tbsp 50 English muffin, wheat, with raisins 0.5 whole - 3 1/2"" diameter 65.52 Chili hotdog no bun 183.8 slice of grain bread  90.72 Calories Summary  1206 kcal CONSUMED For your weight goal you can eat 87 more calories today",367763247064203
Lets get this week started off with bang!!,601143580392834
So lately been having my bs go down which is great but I am fighting a cold ... have been coughing and since then my bs is higher than usual ...,308829612957567
Good evening group  Just checking in on everyone I know it's a rough patch we all are going through with the Coronavirus but everyone be safe and healthy I'm still putting up a hell of a fight to be well. What strength I have in me becomes yours we are in this together so let's fight diabetes and Coronavirus I love you all enjoy your weekend everyone be safe,843681469472376
C-peptide test results are in and my doctor wont let me know what they are until appt sept 6.  I am so scared. 😢C-peptide test results are in and my doctor wont let me know what they are until appt sept 6.  I am so scared. 😢,453984678442059
Hi everyone !!! Any recommendations for a good foot lotion . My feet get super dry and crusty . — looking for recommendations.,266986533808542
I don't live in USA.  Private medicine is expensive and public is a nightmare.  This hurts but I bless the Lord.  He will Never give me a test I am not strong enough to carry.  I am not sure is diabetes. Blood sugar levels are ok.  Also every day I wake up with my feet and hands  num.  Sometimes it is my legs or feet or knees or hands.  Nobody seems to give me a clear answer and treatment.  I get 4 shots per day for pain.  So I am only asking for your prayer for God to give me strength courage and wisdom.  Please pray and write every message is a drop of heavenly water,660671404440051
Roll Call for Saturday August 24th (Morning Fast Reading)Roll Call for Saturday August 24th (Morning Fast Reading),665066054000586
Just did my sugar 203 I'm going to go eat now thanks everybody for all your help just kind of scary,350539092119952
March is National Kidney Month! Celebrate women’s health and kidney disease prevention and take steps to keep your kidneys healthy. www.niddk.nih.gov/health-information/communication-programs/nkdep/get-involved/national-kidney-month,10156223421554846
What can you have with fish ??? I have some sweet potatoe but what else ??,274361666404362
"Marion Nestle’s new book, Unsavory Truth, makes a strong case that Big Food has borrowed from Big Tobacco; they fund research to cultivate consumer confusion to market their products and avoid regulations.  She cautions: be skeptical if a food claims to perform miracles or a headline reads that “anything you thought you knew about nutrition is wrong. If you want to eat healthfully, it’s not very hard. Eat your vegetables and fruits, don’t eat too much, and don’t eat a lot of junk food.”",10156889990245406
Has anyone noticed if using hand sanitizer before testing shows higher numbers than just washing your hands?,503738343466692
"Do you want to learn about the latest physical activity research, myths, and common barriers patients face? Watch the webinar from our Diabetes Discoveries & Practice (DDP) Blog with Dr. Jessica Unick, alumn of Brown University, and our very own Leslie Curtis of #NIDDK to learn more: https://www.niddk.nih.gov/health-information/professionals/diabetes-discoveries-practice/making-sense-research-myths-barriers",10155871911044846
Went for my diabetic review yesterday. Hba1c has come back at 58 which is great. However nurse has found that my heart beat is fast and skips a beat. Dr is ringing me monday. Xxx,321627095011152
Every night.,419858625187998
How can my blood sugar be in normal range all day long and before bed and be 130 to 150 in the mornings?How can my blood sugar be in normal range all day long and before bed and be 130 to 150 in the mornings?,508581369649056
are dates good for type 2 diabetes,297094550797740
"Question,   I am new to this site. T2 on Met. For 5 yrs. Just got an endo so i have only seen the PA. Told him met was not working. Morning # today was 199. He says shots or nothing.  My a1c is 6.4.  Are there no other pills to try. Had to stop taking Janumet and glypazide due to complications.",496599744180552
This is an excellent knowledge resource  ,1772317679558102
Just found out tonight that I have type 2 and just wondering (Australia) terms if normal sugar is 6.1 to 6.9 and mine blood sugar test came back 7.8 I have never had problems with my sugar levels and now I have to take two pills a night and I’m already feeling sick as - is this normal or should I ask for a second opinion?,463691340804726
My diabetes is getting better and my liver tests came back normal first time in 3 years .Hallelujah,703170486856809
Roll Call for Thursday October 17th (Morning Fast Reading)Roll Call for Thursday October 17th (Morning Fast Reading),702518800255311
If y'all never tried these shakes you should if your looking to have some taste and lose weight without all the carbs ...today is my 2nd day on these and I love them...so far I like the strawberry cream...orange cream don't taste good to me...,364830997357428
"Two hours after Turkey hamburger  and cheese burrito,  and fresh peach.  118.  I'll take it, was worried about the peach, but now I'll eat once in a while.😁",661714007669124
Has any one had any experience with acupuncture? I my looking into it for an energy boost and to help with diarrhea. Not looking for a cure all. Just some help.,288777078296154
"Our favorite Sex Therapist and Diabetes Educator, Janis Roszler LMFT, RD, LD/N, CDE, FAND answers questions about Sexual Health Issues related to diabetes on Tuesday's Diabetes Late Nite at 6 PM, EST. TUNE IN:https://www.blogtalkradio.com/divatalkradio1/2020/02/11/diabetes-late-nite-inspired-by-camila-cabello",2546741335449062
Gaining weight on insulin?  Hate it? Here: ,1715004961956041
Evening Question. Ime running sugar numbers for the most part around 100 but many rocking the 80s and low 90s. I dont feel comfortable being in the 80s. Just because I've always been used to numbers higher. I dont go back to doctors till July for a1c check. I am on metformin. I do know good numbers are between 80-120. Am I worrying too much? Lol Was thinking of asking doc to reduce med a little. Thanks,607806613059864
We should all support each other  NO MATTER WHAT type we are (no bashing) keep comments respectful plzWe should all support each other  NO MATTER WHAT type we are (no bashing) keep comments respectful plz,460564801117380
"Does anyone ever get spotty blurry vision ? And also during exercise have you ever gotten lightheaded like you were gonna faint , nauseous and abnormally sweaty with a racing pulse ? I’m type II btw , was wondering if these things meant high or low blood sugar .",545646469275879
Ok I'm new to diabetes... I've been checking labels and regular brown sugar and the Splenda kind have almost same carbs but price difference is bigger. Why should I spend more to get the same carbs???,469881253519068
How high is too high? Why do doctor's say better high than low? When do you seek medical advice?How high is too high? Why do doctor's say better high than low? When do you seek medical advice?,338247206682474
Bought these they sounded interesting has anyone tried it?,606301166543742
No more pricking my fingers!!! At least only when needed.,2580339528755909
Tasty !!,294601561047039
"Myth: Eating too much sugar causes diabetes / Jaggery or honey does not cause blood sugar to rise. Fact: Diabetes happens due to a combination of genetic and lifestyle factors. Eating too much sugar does not lead to diabetes but weight gain due to excess calorie consumption from sugar can be one of the risk factors for diabetes. However, if one has diabetes, eating sugar will lead to high blood glucose levels. Further the new WHO guideline recommends adults and children to reduce their daily intake of free sugars to lee than 10% of their total energy intake. A further reduction to below 5% or roughly 25 grams (6 teaspoons) per day would provide additional health benefits. For a diabetic, sugar / jaggery / honey all are the same and can cause equal harm.",1497878980335308
Alright folks.  I just got a brand new job and I do NOT want my sugar levels to jeopardize this!  The problem is I'm a very picky eater (well not really I just find veggies and most healthy foods disgusting and blah) My question to all of you lovely members is how do you spice it up. What is your favourite diabetic friendly meal :)? Inbox or comment!  Thank you I look forward to all of your answers !! 💙😄 PICTURES OF YOUR DELICIOUS MEALS APPRECIATED AS WELL,266601790513683
Roll Call for Saturday May 9th (Morning Fast Reading)Roll Call for Saturday May 9th (Morning Fast Reading),864690674038122
Can Diabettic patient use Natural Honey..Can Diabettic patient use Natural Honey..,299560957217766
"# Dealing Diabetes # Beans like rajma, chauli, moong, etc. are nutritional powerhouses. High in fibre, protein, magnesium and potassium, these are nutrient powerhouses. Beans make you feel fuller for longer and are even reported to lower blood sugar. So make sure you don't skip this food in your next meal.",1096067803849763
"Question: I have diabetic supplies that I cannot use; they are from someone my Aunt knows whose diabetic husband passed away recently. What do I do with them?  Lancets (several boxes), needles (1 box), test strips (several boxes), and an old meter with lancing device (with case). EDITED:  The test strips are expired. 🙁 https://sellyourstripsformore.com/donated-expired-test-strips/",497186667455193
"My fiance usually runs super high and yesterday he increased his insulin to 18 units. He was 114 tonight, should he still take the insulin?",366957843811410
Please show your support to anyone you know who has Diabetes. Give this bracelet as a gift to someone you know and pledge your support for the cause for Diabetes Lives Matter.♥️♥️🎁 For people who ask me about this bracelet i will leave the link below: http://bit.ly/2GpEiAH 😍💐 👉 http://bit.ly/2GpEiAH,2284242081790027
So I understand the seriousness of my condition (Type 2 Diabetes) but I feel like I’m not doing anything about it. Has anyone been in my shoes? Like you feel stagnant and can’t change your ways... my sugars have been in the 300-400s for god knows how long and I just don’t know why I’m not budging 😔,2518194481637081
"I am so blessed with a husband who loves me, and takes care of me through the “highs” and “lows” and everywhere in between!!",651396095367582
"I am a type 1 diabetic, so I take only insulin for blood sugar control.  I have a question for all you type 2-ers out there... It seems that many type 2 diabetics view using insulin as a failure of some kind, or as something to avoid at all costs.  I understand wanting to control your diabetes without meds, but I don't understand why insulin is somehow worse than having to go on other t y or 2 meds, like pills.  Isn't insulin just another tool, like any of the pills that you might take?  In fact, it seems like it might be preferred since it doesn't have side effects like many other meds.  Yet I see time and time again people posting about how they will do anything to avoid having to ""resort"" to using insulin...like its the worst thing that can happen!  People seem much more willing to take pills which can have many negative side effects.   Please help me understand as I am truly curious.  Why is it so important to avoid insulin?  Thank you!",415468608960333
"This dinner may seem fancy for a weeknight, but it comes together in only 30 minutes. Baked Halibut with Brussels Sprouts & Quinoa: https://bit.ly/2tJGvoj",10156769804850373
I love coffee. Are the sugar free creamers ok for diabetics? I use Stevia to sweeten stuff but I haven’t had any coffee since my diagnosis.,558174174689775
hi . not sure about diabetes dr is doing things right. I am a new diabetic. Type 2. Aic was 11 to start . then went to 8.3 and finaly 6.3.. am on metformin 1000 2x a day. and synthriod ..I have to lose atleast 50lbs. ..   ok here is where not sure if things are being done right.... am on random sugar testing 2x a day. Is that normal?  Shouldn`t I be testing on scehduled meals by now  after 6months ?,748891805618010
What do y’all do when y’all feel sluggish and have no energy,270073100166552
"# Dealing Diabetes # For type 2 diabetes, you can eat a small meal every 2 - 3 hours. When you eat smaller amounts of food, your blood sugar levels are lower after eating. Mini meals spread over the day may help control your hunger and calorie intake, leading to better blood glucose control and weight loss. Your blood cholesterol levels will also be lower.",951312054992006
